rn	rab.all	rab.win.hide.lime.Day.6	rab.win.hide.untreated.Day.6	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
K06866	1.3120589475514	0.520969452559887	1.52361322090114	1.00240991381592	1.30735194895985	0.581494714889353	0.333333340277776	0.536714967155879	0.688051174373044	0.700000000000006	0.808794834807781
K06867	5.90393289648456	5.53392761544604	6.20486024156101	0.672830209389949	0.26419412995426	1.77732033628135	4.67861010389608e-05	0.140236218542947	0.309000945859094	0.0999999999999986	0.197132258007463
K06868	-8.18651156889451	-8.44101572339297	-7.64649280991835	1.13228942046822	3.88855589377886	0.248621486896224	0.375333338256687	0.575198116789778	0.693787799686632	0.6892	0.771289545139217
K06869	-8.16973489346479	-8.48928313499074	-7.51310324036494	1.22280176574782	3.92034869308457	0.260624342604574	0.368421057860494	0.568887529327791	0.686689181932222	0.6731	0.757462636476902
K06870	-9.47106750700636	-10.692169001353	-7.59267798931767	3.29429359107643	4.35475976659538	0.666531599827573	0.220519668599033	0.349927655626384	0.488906725758484	0.445299999999997	0.55325026765406
K06871	2.08736806566341	1.91263812325262	3.12187740915694	1.21790442769307	0.478288600689374	1.35256555191178	0.0646236508784936	0.126711005127949	0.292513373741424	0.156299999999998	0.275591867854956
K06872	5.9426488727713	5.16798685168229	6.59003560066199	1.42079048653823	0.221509869212062	6.12751373192917	4.67861010389608e-05	0.0175415447978302	0.0941753390964406	0.0999999999999986	0.197132258007463
K06873	-5.36610676514436	-4.1403287104518	-9.29558189054304	-5.29579936256954	2.50416857030397	-2.09059181784982	0.000672920018806483	0.0566989370258073	0.16716561660806	0.101299999999999	0.198812759596446
K06874	-7.43144251934346	-7.29336693295369	-7.60934432415007	-1.12855348973464	4.92127373531777	-0.196759529613817	0.411725519692567	0.674777881399059	0.778672464192349	0.815100000000001	0.873860088910402
K06875	-7.42717049916255	-7.34032612851418	-7.5638607049396	-1.12834343183611	4.94574247980828	-0.19544419762278	0.423333336241207	0.66666138317507	0.772107906616941	0.809500000000001	0.869985609208282
K06876	3.79349655401242	3.47529906218088	3.97588028555713	0.544880142372119	0.569669829048946	1.07802767683039	0.0899400862989143	0.233584176045782	0.399848878507323	0.179099999999998	0.308147976023811
K06877	1.1851451274356	1.6864153194089	-0.13687943486366	-1.82142976406754	0.377874510949177	-3.67729255825768	4.67861010389608e-05	0.0274011067018214	0.121863388851809	0.0999999999999986	0.197132258007463
K06878	3.67284779229174	3.32393598871193	3.95872952633267	0.730900646477793	0.304469330732569	2.11659985698816	4.67861010389608e-05	0.0969332319166308	0.255328282534863	0.0999999999999986	0.197132258007463
K06879	5.79268902610757	4.91603469600714	6.37378221440436	1.46010104216432	0.249106965117062	5.59042024264044	4.67861010389608e-05	0.00362924489317884	0.0540502673621462	0.0999999999999986	0.197132258007463
K06880	-1.368854192827	-1.11143688670752	-1.54335793599845	-1.22971715522618	1.74643191035477	-0.655569833025839	0.25666667847598	0.313092438618068	0.482047793915772	0.501799999999991	0.646106098171818
K06881	3.37639052199055	3.15912326995101	3.61294434821091	0.62522956242183	0.330385026373009	1.98092949307478	4.67861010389608e-05	0.0321884723346349	0.135143586648759	0.0999999999999986	0.197132258007463
K06883	-1.88756204451779	-1.24081092046115	-5.14010429971717	-4.03933137189278	3.03195725572905	-1.26209093847409	4.67861010389608e-05	0.153435065716894	0.318105069743412	0.100299999999999	0.197548991877581
